date,activity
2019-01-01 02:28:00,40.16142
2019-01-01 02:29:00,40.16142
2019-01-01 02:30:00,40.16142
2019-01-01 02:31:00,40.16142
2019-01-01 02:32:00,40.16142
2019-01-01 02:33:00,40.16142
2019-01-01 02:34:00,40.16142
2019-01-01 02:35:00,40.16142
2019-01-01 02:36:00,40.16142
2019-01-01 02:37:00,40.100517
2019-01-01 02:38:00,40.079967
2019-01-01 02:39:00,39.992603
2019-01-01 02:40:00,39.860462
2019-01-01 02:41:00,39.789875
2019-01-01 02:42:00,39.789875
2019-01-01 02:43:00,39.77362
2019-01-01 02:44:00,39.77362
2019-01-01 02:45:00,39.77362
2019-01-01 02:46:00,39.77362
2019-01-01 02:47:00,39.717075
2019-01-01 02:48:00,39.717075
2019-01-01 02:49:00,39.708504
2019-01-01 02:50:00,39.699883
2019-01-01 02:51:00,39.68839
2019-01-01 02:52:00,39.68839
2019-01-01 02:53:00,39.6766
2019-01-01 02:54:00,39.593475
2019-01-01 02:55:00,39.574955
2019-01-01 02:56:00,39.574955
2019-01-01 02:57:00,39.66911
2019-01-01 02:58:00,39.591125
2019-01-01 02:59:00,39.60078
2019-01-01 03:00:00,39.60078
2019-01-01 03:01:00,39.585014
2019-01-01 03:02:00,39.585014
2019-01-01 03:03:00,39.585014
2019-01-01 03:04:00,39.585014
2019-01-01 03:05:00,39.585014
2019-01-01 03:06:00,39.585014
2019-01-01 03:07:00,39.585014
2019-01-01 03:08:00,39.577583
2019-01-01 03:09:00,39.54685
2019-01-01 03:10:00,39.54685
2019-01-01 03:11:00,39.49722
2019-01-01 03:12:00,39.487514
2019-01-01 03:13:00,39.43106
2019-01-01 03:14:00,39.43106
2019-01-01 03:15:00,39.43106
2019-01-01 03:16:00,39.35783
2019-01-01 03:17:00,39.35783
2019-01-01 03:18:00,39.352173
2019-01-01 03:19:00,39.352173
2019-01-01 03:20:00,39.337868
2019-01-01 03:21:00,39.337868
2019-01-01 03:22:00,39.337868
2019-01-01 03:23:00,39.337868
2019-01-01 03:24:00,39.336727
2019-01-01 03:25:00,39.337868
2019-01-01 03:26:00,39.352173
2019-01-01 03:27:00,39.360016
2019-01-01 03:28:00,39.41656
2019-01-01 03:29:00,39.42808
2019-01-01 03:30:00,39.521233
2019-01-01 03:31:00,39.67848
2019-01-01 03:32:00,39.738056
2019-01-01 03:33:00,39.792667
2019-01-01 03:34:00,39.81558
2019-01-01 03:35:00,39.81558
2019-01-01 03:36:00,39.81558
2019-01-01 03:37:00,39.791424
2019-01-01 03:38:00,39.78394
2019-01-01 03:39:00,39.772884
2019-01-01 03:40:00,39.71319
2019-01-01 03:41:00,39.761074
2019-01-01 03:42:00,39.83981
2019-01-01 03:43:00,39.70429
2019-01-01 03:44:00,39.68177
2019-01-01 03:45:00,39.46319
2019-01-01 03:46:00,39.46319
2019-01-01 03:47:00,39.440815
2019-01-01 03:48:00,39.411694
2019-01-01 03:49:00,39.411694
2019-01-01 03:50:00,39.411694
2019-01-01 03:51:00,39.411694
2019-01-01 03:52:00,39.428764
2019-01-01 03:53:00,39.43233
2019-01-01 03:54:00,39.428764
2019-01-01 03:55:00,39.414253
2019-01-01 03:56:00,39.385742
2019-01-01 03:57:00,39.385742
2019-01-01 03:58:00,39.385742
2019-01-01 03:59:00,39.376312
2019-01-01 04:00:00,39.376312
2019-01-01 04:01:00,39.381023
2019-01-01 04:02:00,39.381023
2019-01-01 04:03:00,39.46932
2019-01-01 04:04:00,39.46932
2019-01-01 04:05:00,39.452244
2019-01-01 04:06:00,39.447456
2019-01-01 04:07:00,39.447456
2019-01-01 04:08:00,39.447456
2019-01-01 04:09:00,39.464527
2019-01-01 04:10:00,39.468098
2019-01-01 04:11:00,39.468098
2019-01-01 04:12:00,39.468098
2019-01-01 04:13:00,39.468098
2019-01-01 04:14:00,39.376232
2019-01-01 04:15:00,39.400414
2019-01-01 04:16:00,39.399555
2019-01-01 04:17:00,39.60899
2019-01-01 04:18:00,39.654736
2019-01-01 04:19:00,39.85119
2019-01-01 04:20:00,40.08526
2019-01-01 04:21:00,40.285915
2019-01-01 04:22:00,40.36628
2019-01-01 04:23:00,40.36628
2019-01-01 04:24:00,40.36319
2019-01-01 04:25:00,40.36319
2019-01-01 04:26:00,40.36319
2019-01-01 04:27:00,40.36319
2019-01-01 04:28:00,40.36319
2019-01-01 04:29:00,40.36319
2019-01-01 04:30:00,40.36319
2019-01-01 04:31:00,40.36319
2019-01-01 04:32:00,40.287727
2019-01-01 04:33:00,40.08616
2019-01-01 04:34:00,39.7573
2019-01-01 04:35:00,39.74215
2019-01-01 04:36:00,39.473866
2019-01-01 04:37:00,39.403774
2019-01-01 04:38:00,39.33553
2019-01-01 04:39:00,39.33244
2019-01-01 04:40:00,39.32318
2019-01-01 04:41:00,39.32392
2019-01-01 04:42:00,39.32392
2019-01-01 04:43:00,39.32392
2019-01-01 04:44:00,39.32392
2019-01-01 04:45:00,39.43594
2019-01-01 04:46:00,39.43594
2019-01-01 04:47:00,39.51096
2019-01-01 04:48:00,39.51096
2019-01-01 04:49:00,39.51096
2019-01-01 04:50:00,39.51096
2019-01-01 04:51:00,39.51096
2019-01-01 04:52:00,39.51096
2019-01-01 04:53:00,39.50611
2019-01-01 04:54:00,39.50077
2019-01-01 04:55:00,39.4901
2019-01-01 04:56:00,39.4901
2019-01-01 04:57:00,39.4901
2019-01-01 04:58:00,39.4901
2019-01-01 04:59:00,39.4901
2019-01-01 05:00:00,39.514557
2019-01-01 05:01:00,39.52523
2019-01-01 05:02:00,39.52523
2019-01-01 05:03:00,39.52523
2019-01-01 05:04:00,39.52523
2019-01-01 05:05:00,39.52523
2019-01-01 05:06:00,39.542797
2019-01-01 05:07:00,39.57656
2019-01-01 05:08:00,39.751137
2019-01-01 05:09:00,39.751137
2019-01-01 05:10:00,39.791832
2019-01-01 05:11:00,39.988884
2019-01-01 05:12:00,40.2875
2019-01-01 05:13:00,40.34353
2019-01-01 05:14:00,40.58341
2019-01-01 05:15:00,40.623783
2019-01-01 05:16:00,40.781067
2019-01-01 05:17:00,40.629784
2019-01-01 05:18:00,40.626698
2019-01-01 05:19:00,40.643078
2019-01-01 05:20:00,40.65219
2019-01-01 05:21:00,40.529354
2019-01-01 05:22:00,40.352043
2019-01-01 05:23:00,40.21188
2019-01-01 05:24:00,40.141487
2019-01-01 05:25:00,40.11319
2019-01-01 05:26:00,40.105434
2019-01-01 05:27:00,40.096813
2019-01-01 05:28:00,39.89828
2019-01-01 05:29:00,39.89828
2019-01-01 05:30:00,39.861664
2019-01-01 05:31:00,39.828533
2019-01-01 05:32:00,39.828533
2019-01-01 05:33:00,39.698704
2019-01-01 05:34:00,39.645626
2019-01-01 05:35:00,39.637268
2019-01-01 05:36:00,39.62677
2019-01-01 05:37:00,39.614197
2019-01-01 05:38:00,39.602512
2019-01-01 05:39:00,39.592987
2019-01-01 05:40:00,39.56271
2019-01-01 05:41:00,39.56271
2019-01-01 05:42:00,39.52212
2019-01-01 05:43:00,39.48239
2019-01-01 05:44:00,39.4849
2019-01-01 05:45:00,39.4849
2019-01-01 05:46:00,39.466393
2019-01-01 05:47:00,39.470642
2019-01-01 05:48:00,39.470642
2019-01-01 05:49:00,39.470642
2019-01-01 05:50:00,39.46357
2019-01-01 05:51:00,39.46357
2019-01-01 05:52:00,39.46357
2019-01-01 05:53:00,39.437267
2019-01-01 05:54:00,39.405212
2019-01-01 05:55:00,39.34548
2019-01-01 05:56:00,39.35385
2019-01-01 05:57:00,39.370937
2019-01-01 05:58:00,39.56261
2019-01-01 05:59:00,39.779156
2019-01-01 06:00:00,39.830048
2019-01-01 06:01:00,39.831665
2019-01-01 06:02:00,39.831665
2019-01-01 06:03:00,39.88016
2019-01-01 06:04:00,39.92783
2019-01-01 06:05:00,39.93406
2019-01-01 06:06:00,39.93406
2019-01-01 06:07:00,39.951504
2019-01-01 06:08:00,39.951504
2019-01-01 06:09:00,39.880394
2019-01-01 06:10:00,39.7825
2019-01-01 06:11:00,39.597996
2019-01-01 06:12:00,39.3664
2019-01-01 06:13:00,39.305553
2019-01-01 06:14:00,39.237976
2019-01-01 06:15:00,39.214745
2019-01-01 06:16:00,39.20269
2019-01-01 06:17:00,39.20269
2019-01-01 06:18:00,39.20269
2019-01-01 06:19:00,39.197704
2019-01-01 06:20:00,39.192047
2019-01-01 06:21:00,39.18675
2019-01-01 06:22:00,39.18675
2019-01-01 06:23:00,39.192047
2019-01-01 06:24:00,39.205803
2019-01-01 06:25:00,39.205803
2019-01-01 06:26:00,39.205803
2019-01-01 06:27:00,39.205803
2019-01-01 06:28:00,39.205803
2019-01-01 06:29:00,39.205803
2019-01-01 06:30:00,39.195644
2019-01-01 06:31:00,39.195644
2019-01-01 06:32:00,39.195644
2019-01-01 06:33:00,39.190857
2019-01-01 06:34:00,39.201527
2019-01-01 06:35:00,39.204613
2019-01-01 06:36:00,39.204613
2019-01-01 06:37:00,39.204613
2019-01-01 06:38:00,39.221684
2019-01-01 06:39:00,39.221684
2019-01-01 06:40:00,39.221684
2019-01-01 06:41:00,39.204613
2019-01-01 06:42:00,39.215706
2019-01-01 06:43:00,39.23807
2019-01-01 06:44:00,39.28369
2019-01-01 06:45:00,39.460426
2019-01-01 06:46:00,39.511787
2019-01-01 06:47:00,39.744488
2019-01-01 06:48:00,40.0173
2019-01-01 06:49:00,40.022087
2019-01-01 06:50:00,40.022087
2019-01-01 06:51:00,40.022087
2019-01-01 06:52:00,40.08337
2019-01-01 06:53:00,40.090763
2019-01-01 06:54:00,40.090763
2019-01-01 06:55:00,40.13775
2019-01-01 06:56:00,40.14697
2019-01-01 06:57:00,40.14697
2019-01-01 06:58:00,40.14697
2019-01-01 06:59:00,40.14697
2019-01-01 07:00:00,40.068417
2019-01-01 07:01:00,39.894176
2019-01-01 07:02:00,39.894176
2019-01-01 07:03:00,39.760994
2019-01-01 07:04:00,39.68243
2019-01-01 07:05:00,39.575832
2019-01-01 07:06:00,39.56068
2019-01-01 07:07:00,39.400097
2019-01-01 07:08:00,39.357876
2019-01-01 07:09:00,39.322613
2019-01-01 07:10:00,39.322613
2019-01-01 07:11:00,39.322613
2019-01-01 07:12:00,39.322613
2019-01-01 07:13:00,39.375694
2019-01-01 07:14:00,39.364082
2019-01-01 07:15:00,39.364082
2019-01-01 07:16:00,39.364082
2019-01-01 07:17:00,39.364082
2019-01-01 07:18:00,39.419605
2019-01-01 07:19:00,39.419605
2019-01-01 07:20:00,39.419605
2019-01-01 07:21:00,39.573353
2019-01-01 07:22:00,39.58082
2019-01-01 07:23:00,39.571835
2019-01-01 07:24:00,39.571835
2019-01-01 07:25:00,39.571835
2019-01-01 07:26:00,39.590088
2019-01-01 07:27:00,39.590088
2019-01-01 07:28:00,39.590088
2019-01-01 07:29:00,39.590088
2019-01-01 07:30:00,39.590088
2019-01-01 07:31:00,39.590088
2019-01-01 07:32:00,39.590088
2019-01-01 07:33:00,39.590088
2019-01-01 07:34:00,39.628075
2019-01-01 07:35:00,39.66105
2019-01-01 07:36:00,39.672504
2019-01-01 07:37:00,39.68996
2019-01-01 07:38:00,39.688713
2019-01-01 07:39:00,39.87911
2019-01-01 07:40:00,40.16717
2019-01-01 07:41:00,40.536137
2019-01-01 07:42:00,40.629948
2019-01-01 07:43:00,40.670322
2019-01-01 07:44:00,40.672737
2019-01-01 07:45:00,40.672737
2019-01-01 07:46:00,40.698902
2019-01-01 07:47:00,40.754787
2019-01-01 07:48:00,40.754787
2019-01-01 07:49:00,40.77776
2019-01-01 07:50:00,40.95367
2019-01-01 07:51:00,40.95367
2019-01-01 07:52:00,40.924385
2019-01-01 07:53:00,40.78277
2019-01-01 07:54:00,40.735786
2019-01-01 07:55:00,40.714264
2019-01-01 07:56:00,40.647633
2019-01-01 07:57:00,40.472805
2019-01-01 07:58:00,40.31214
2019-01-01 07:59:00,40.25393
2019-01-01 08:00:00,40.24557
2019-01-01 08:01:00,40.23695
2019-01-01 08:02:00,40.20574
2019-01-01 08:03:00,40.02843
2019-01-01 08:04:00,39.963295
2019-01-01 08:05:00,39.963295
2019-01-01 08:06:00,39.958683
2019-01-01 08:07:00,39.958683
2019-01-01 08:08:00,39.958683
2019-01-01 08:09:00,39.958683
2019-01-01 08:10:00,39.93442
2019-01-01 08:11:00,39.923992
2019-01-01 08:12:00,39.923992
2019-01-01 08:13:00,39.906555
2019-01-01 08:14:00,39.906384
2019-01-01 08:15:00,39.86242
2019-01-01 08:16:00,39.86242
2019-01-01 08:17:00,39.722187
2019-01-01 08:18:00,39.681366
2019-01-01 08:19:00,39.673523
2019-01-01 08:20:00,39.673275
2019-01-01 08:21:00,39.600655
2019-01-01 08:22:00,39.478306
2019-01-01 08:23:00,39.48357
2019-01-01 08:24:00,39.48357
2019-01-01 08:25:00,39.48357
2019-01-01 08:26:00,39.48357
2019-01-01 08:27:00,39.473362
2019-01-01 08:28:00,39.473362
2019-01-01 08:29:00,39.473362
2019-01-01 08:30:00,39.53715
2019-01-01 08:31:00,39.6435
2019-01-01 08:32:00,39.673214
2019-01-01 08:33:00,39.738686
2019-01-01 08:34:00,39.75876
2019-01-01 08:35:00,39.770275
2019-01-01 08:36:00,39.862793
2019-01-01 08:37:00,40.107475
2019-01-01 08:38:00,40.195854
2019-01-01 08:39:00,40.197144
2019-01-01 08:40:00,40.197144
2019-01-01 08:41:00,40.20069
2019-01-01 08:42:00,40.17164
2019-01-01 08:43:00,40.187683
2019-01-01 08:44:00,40.16435
2019-01-01 08:45:00,40.18854
2019-01-01 08:46:00,40.178593
2019-01-01 08:47:00,40.178593
2019-01-01 08:48:00,40.14961
2019-01-01 08:49:00,40.052227
2019-01-01 08:50:00,39.918514
2019-01-01 08:51:00,39.90545
2019-01-01 08:52:00,39.711544
2019-01-01 08:53:00,39.681767
2019-01-01 08:54:00,39.681767
2019-01-01 08:55:00,39.659393
2019-01-01 08:56:00,39.659393
2019-01-01 08:57:00,39.652412
2019-01-01 08:58:00,39.64712
2019-01-01 08:59:00,39.660015
2019-01-01 09:00:00,39.660015
2019-01-01 09:01:00,39.660015
2019-01-01 09:02:00,39.67139
2019-01-01 09:03:00,39.67139
2019-01-01 09:04:00,39.67139
2019-01-01 09:05:00,39.66197
2019-01-01 09:06:00,39.66197
2019-01-01 09:07:00,39.66197
2019-01-01 09:08:00,39.66197
2019-01-01 09:09:00,39.66197
2019-01-01 09:10:00,39.66197
2019-01-01 09:11:00,39.657185
2019-01-01 09:12:00,39.657185
2019-01-01 09:13:00,39.657185
2019-01-01 09:14:00,39.657185
2019-01-01 09:15:00,39.64441
2019-01-01 09:16:00,39.64441
2019-01-01 09:17:00,39.651203
2019-01-01 09:18:00,39.651203
2019-01-01 09:19:00,39.65818
2019-01-01 09:20:00,39.685852
2019-01-01 09:21:00,39.71563
2019-01-01 09:22:00,39.88012
2019-01-01 09:23:00,39.90882
2019-01-01 09:24:00,40.013206
2019-01-01 09:25:00,40.06772
2019-01-01 09:26:00,40.07511
2019-01-01 09:27:00,40.07511
2019-01-01 09:28:00,40.120094
2019-01-01 09:29:00,40.120094
2019-01-01 09:30:00,40.150562
2019-01-01 09:31:00,40.169598
2019-01-01 09:32:00,40.326862
2019-01-01 09:33:00,40.472996
2019-01-01 09:34:00,40.485573
2019-01-01 09:35:00,40.5173
2019-01-01 09:36:00,40.5173
2019-01-01 09:37:00,40.486935
2019-01-01 09:38:00,40.464397
2019-01-01 09:39:00,40.464397
2019-01-01 09:40:00,40.464397
2019-01-01 09:41:00,40.4539
2019-01-01 09:42:00,40.4539
2019-01-01 09:43:00,40.4539
2019-01-01 09:44:00,40.431698
2019-01-01 09:45:00,40.141823
2019-01-01 09:46:00,40.047325
2019-01-01 09:47:00,39.79078
2019-01-01 09:48:00,39.663094
2019-01-01 09:49:00,39.605755
2019-01-01 09:50:00,39.598778
2019-01-01 09:51:00,39.598778
2019-01-01 09:52:00,39.598778
2019-01-01 09:53:00,39.598778
2019-01-01 09:54:00,39.598778
2019-01-01 09:55:00,39.598778
2019-01-01 09:56:00,39.598778
2019-01-01 09:57:00,39.567047
2019-01-01 09:58:00,39.567047
2019-01-01 09:59:00,39.567047
2019-01-01 10:00:00,39.55415
2019-01-01 10:01:00,39.562477
2019-01-01 10:02:00,39.55133
2019-01-01 10:03:00,39.578274
2019-01-01 10:04:00,39.578274
2019-01-01 10:05:00,39.578274
2019-01-01 10:06:00,39.60017
2019-01-01 10:07:00,39.613575
2019-01-01 10:08:00,39.61445
2019-01-01 10:09:00,39.61445
2019-01-01 10:10:00,39.61445
2019-01-01 10:11:00,39.6256
2019-01-01 10:12:00,39.6256
2019-01-01 10:13:00,39.6256
2019-01-01 10:14:00,39.6256
2019-01-01 10:15:00,39.6256
2019-01-01 10:16:00,39.6256
2019-01-01 10:17:00,39.632576
2019-01-01 10:18:00,39.698364
2019-01-01 10:19:00,39.7795
2019-01-01 10:20:00,39.995903
2019-01-01 10:21:00,40.048817
2019-01-01 10:22:00,40.44208
2019-01-01 10:23:00,40.689587
2019-01-01 10:24:00,40.72196
2019-01-01 10:25:00,40.735405
2019-01-01 10:26:00,40.883015
2019-01-01 10:27:00,41.084675
2019-01-01 10:28:00,41.114044
2019-01-01 10:29:00,41.148415
2019-01-01 10:30:00,41.148415
2019-01-01 10:31:00,41.148415
2019-01-01 10:32:00,41.148415
2019-01-01 10:33:00,41.148415
2019-01-01 10:34:00,41.148415
2019-01-01 10:35:00,41.148415
2019-01-01 10:36:00,41.148415
2019-01-01 10:37:00,41.119133
2019-01-01 10:38:00,40.93752
2019-01-01 10:39:00,40.944817
2019-01-01 10:40:00,40.937744
2019-01-01 10:41:00,40.834816
2019-01-01 10:42:00,40.64724
2019-01-01 10:43:00,40.621086
2019-01-01 10:44:00,40.480923
2019-01-01 10:45:00,40.382233
2019-01-01 10:46:00,40.347713
2019-01-01 10:47:00,40.33996
2019-01-01 10:48:00,40.313175
2019-01-01 10:49:00,40.10035
2019-01-01 10:50:00,40.018444
2019-01-01 10:51:00,39.990177
2019-01-01 10:52:00,39.985565
2019-01-01 10:53:00,39.985565
2019-01-01 10:54:00,39.985565
2019-01-01 10:55:00,39.985565
2019-01-01 10:56:00,39.985565
2019-01-01 10:57:00,39.961304
2019-01-01 10:58:00,39.941353
2019-01-01 10:59:00,39.92874
2019-01-01 11:00:00,39.869713
2019-01-01 11:01:00,39.82574
2019-01-01 11:02:00,39.698612
2019-01-01 11:03:00,39.68046
2019-01-01 11:04:00,39.643246
2019-01-01 11:05:00,39.635403
2019-01-01 11:06:00,39.628986
2019-01-01 11:07:00,39.628986
2019-01-01 11:08:00,39.628986
2019-01-01 11:09:00,39.628986
2019-01-01 11:10:00,39.628986
2019-01-01 11:11:00,39.628986
2019-01-01 11:12:00,39.628986
2019-01-01 11:13:00,39.628986
2019-01-01 11:14:00,39.644634
2019-01-01 11:15:00,39.652557
2019-01-01 11:16:00,39.662083
2019-01-01 11:17:00,39.81034
2019-01-01 11:18:00,39.912994
2019-01-01 11:19:00,39.922657
2019-01-01 11:20:00,39.922657
2019-01-01 11:21:00,39.922657
2019-01-01 11:22:00,39.9305
2019-01-01 11:23:00,40.097805
2019-01-01 11:24:00,40.130306
2019-01-01 11:25:00,40.334583
2019-01-01 11:26:00,40.334583
2019-01-01 11:27:00,40.334583
2019-01-01 11:28:00,40.334583
2019-01-01 11:29:00,40.334583
2019-01-01 11:30:00,40.318317
2019-01-01 11:31:00,40.30994
2019-01-01 11:32:00,40.265224
2019-01-01 11:33:00,40.26831
2019-01-01 11:34:00,40.246105
2019-01-01 11:35:00,40.18088
2019-01-01 11:36:00,39.999844
2019-01-01 11:37:00,39.987335
2019-01-01 11:38:00,39.76453
2019-01-01 11:39:00,39.735447
2019-01-01 11:40:00,39.727364
2019-01-01 11:41:00,39.699696
2019-01-01 11:42:00,39.699696
2019-01-01 11:43:00,39.70214
2019-01-01 11:44:00,39.70214
2019-01-01 11:45:00,39.70214
2019-01-01 11:46:00,39.70214
2019-01-01 11:47:00,39.70214
2019-01-01 11:48:00,39.70214
2019-01-01 11:49:00,39.70214
2019-01-01 11:50:00,39.71931
2019-01-01 11:51:00,39.71931
2019-01-01 11:52:00,39.71931
2019-01-01 11:53:00,39.71931
2019-01-01 11:54:00,39.71931
2019-01-01 11:55:00,39.71931
2019-01-01 11:56:00,39.71931
2019-01-01 11:57:00,39.71931
2019-01-01 11:58:00,39.714527
2019-01-01 11:59:00,39.714527
2019-01-01 12:00:00,39.714527
2019-01-01 12:01:00,39.714527
2019-01-01 12:02:00,39.730385
2019-01-01 12:03:00,39.730385
2019-01-01 12:04:00,39.730385
2019-01-01 12:05:00,39.730385
2019-01-01 12:06:00,39.755474
2019-01-01 12:07:00,39.765034
2019-01-01 12:08:00,39.79481
2019-01-01 12:09:00,39.988003
2019-01-01 12:10:00,40.030018
2019-01-01 12:11:00,40.089355
2019-01-01 12:12:00,40.08562
2019-01-01 12:13:00,40.08562
2019-01-01 12:14:00,40.169434
2019-01-01 12:15:00,40.176826
2019-01-01 12:16:00,40.181614
2019-01-01 12:17:00,40.268227
2019-01-01 12:18:00,40.341698
2019-01-01 12:19:00,40.42416
2019-01-01 12:20:00,40.55058
2019-01-01 12:21:00,40.55058
2019-01-01 12:22:00,40.55058
2019-01-01 12:23:00,40.55058
2019-01-01 12:24:00,40.55058
2019-01-01 12:25:00,40.544292
2019-01-01 12:26:00,40.528637
2019-01-01 12:27:00,40.528637
2019-01-01 12:28:00,40.528637
2019-01-01 12:29:00,40.495937
2019-01-01 12:30:00,40.334614
2019-01-01 12:31:00,40.23434
2019-01-01 12:32:00,39.98202
2019-01-01 12:33:00,39.807945
2019-01-01 12:34:00,39.755157
2019-01-01 12:35:00,39.677715
2019-01-01 12:36:00,39.660175
2019-01-01 12:37:00,39.657825
2019-01-01 12:38:00,39.657825
2019-01-01 12:39:00,39.657825
2019-01-01 12:40:00,39.657825
2019-01-01 12:41:00,39.657825
2019-01-01 12:42:00,39.651154
2019-01-01 12:43:00,39.651154
2019-01-01 12:44:00,39.651154
2019-01-01 12:45:00,39.651154
2019-01-01 12:46:00,39.651154
2019-01-01 12:47:00,39.651154
2019-01-01 12:48:00,39.651154
2019-01-01 12:49:00,39.651154
2019-01-01 12:50:00,39.646366
2019-01-01 12:51:00,39.820488
2019-01-01 12:52:00,39.820488
2019-01-01 12:53:00,39.820488
2019-01-01 12:54:00,39.839085
2019-01-01 12:55:00,39.839085
2019-01-01 12:56:00,39.839966
2019-01-01 12:57:00,39.84784
2019-01-01 12:58:00,39.837166
2019-01-01 12:59:00,39.837166
2019-01-01 13:00:00,39.84784
2019-01-01 13:01:00,39.84784
2019-01-01 13:02:00,39.84784
2019-01-01 13:03:00,39.84784
2019-01-01 13:04:00,39.85482
2019-01-01 13:05:00,39.882755
2019-01-01 13:06:00,39.903725
2019-01-01 13:07:00,40.059216
2019-01-01 13:08:00,40.28971
2019-01-01 13:09:00,40.518974
2019-01-01 13:10:00,40.640377
2019-01-01 13:11:00,40.787117
2019-01-01 13:12:00,40.834057
2019-01-01 13:13:00,40.922024
2019-01-01 13:14:00,40.885475
2019-01-01 13:15:00,40.914776
2019-01-01 13:16:00,41.110188
2019-01-01 13:17:00,41.110188
2019-01-01 13:18:00,41.110188
2019-01-01 13:19:00,41.078457
2019-01-01 13:20:00,41.078457
2019-01-01 13:21:00,41.060326
2019-01-01 13:22:00,41.092052
2019-01-01 13:23:00,40.98951
2019-01-01 13:24:00,40.98951
2019-01-01 13:25:00,40.98951
2019-01-01 13:26:00,41.092052
